0,-1,0,62,24
0,-1,0,62,24
0,-1,0,62,24
0,-1,0,62,24
0,-1,0,61,24
0,-1,0,61,24
0,-1,0,60,24
0,-1,65,60,24
0,-1,0,60,23
0,-1,0,56,23
0,-1,0,56,23
0,-1,0,56,23
0,-1,0,56,24
0,-1,0,56,24
0,-1,0,56,24
0,-1,0,59,24
0,-1,54,59,24
0,-1,0,64,24
0,-1,0,59,24
0,-1,0,59,24
0,-1,0,59,24
0,-1,0,64,25
0,-1,0,60,25
0,-1,0,60,25
0,-1,0,63,25
0,-1,0,63,25
0,-1,61,63,25
0,-1,60,63,25
0,-1,0,59,24
0,-1,0,64,24
0,-1,0,64,24
0,-1,0,64,24
0,-1,0,60,24
0,-1,0,60,24
0,-1,0,56,23
0,-1,0,57,23
0,-1,63,57,23
0,-1,0,60,25
0,-1,0,54,25
0,-1,0,54,25
0,-1,0,54,25
0,-1,0,60,25
0,-1,0,56,25
0,-1,0,56,25
0,-1,0,60,25
0,-1,56,60,25
0,-1,0,63,26
0,-1,0,61,26
0,-1,0,54,26
0,-1,59,54,26
0,-1,59,54,26
0,-1,0,58,25
0,-1,0,55,25
0,-1,0,55,25
0,-1,0,58,24
0,-1,0,55,24
0,-1,0,55,24
0,-1,0,63,24
0,-1,0,61,24
0,-1,0,61,24
0,-1,60,61,24
0,-1,54,61,24
0,-1,54,61,24
0,-1,0,64,25
0,-1,0,58,25
0,-1,0,58,25
0,-1,0,62,24
0,-1,0,63,24
0,-1,9,63,24
0,-1,0,58,24
0,-1,0,58,24
0,-1,60,58,24
0,-1,0,54,29
0,-1,0,60,29
0,-1,0,60,29
0,-1,0,59,26
0,-1,0,56,26
0,-1,2,56,26
0,-1,0,60,26
0,-1,0,57,26
0,-1,0,57,26
0,-1,0,57,26
0,-1,0,62,26
0,-1,0,62,26
0,-1,0,63,35
0,-1,0,57,35
0,-1,7,57,35
0,-1,0,59,36
0,-1,0,59,36
0,-1,0,59,36
0,-1,0,59,36
0,-1,2,57,36
0,-1,2,57,36
0,-1,2,57,36
0,-1,6,47,36
0,-1,51,47,36
0,-1,51,47,36
0,-1,8,51,41
0,-1,7,49,41
0,-1,7,49,41
0,-1,5,51,39
0,-1,3,46,39
0,-1,3,46,39
0,-1,1,50,39
0,-1,50,50,39
0,-1,50,50,39
0,-1,0,54,36
0,-1,0,50,36
0,-1,0,50,36
0,-1,0,53,32
0,-1,0,54,32
0,-1,2,54,32
0,-1,0,51,32
0,-1,0,51,32
0,-1,0,51,32
0,-1,0,48,28
0,-1,0,52,28
0,-1,0,52,28
0,-1,0,52,28
0,-1,0,48,28
0,-1,4,48,28
0,-1,0,52,27
0,-1,0,48,27
0,-1,50,48,27
0,-1,50,48,27
0,-1,0,53,28
0,-1,0,47,28
0,-1,0,47,28
0,-1,0,52,28
0,-1,0,51,28
0,-1,0,51,28
0,-1,0,55,30
0,-1,0,53,30
0,-1,50,2,30
0,-1,50,2,30
0,-1,0,57,33
0,-1,0,53,33
0,-1,0,53,33
0,-1,0,52,32
0,-1,0,56,32
0,-1,1,56,32
0,-1,0,49,27
0,-1,0,55,27
0,-1,0,55,27
0,-1,0,55,27
0,-1,0,48,28
0,-1,0,51,28
1,1.0,0,51,28
0,-1,55,51,28
0,-1,55,51,28
0,-1,5,61,140
0,-1,11,53,140
0,-1,11,53,140
0,-1,28,59,140
0,-1,28,59,140
0,-1,56,59,140
0,-1,35,60,500
0,-1,33,62,500
0,-1,33,62,500
0,-1,27,55,646
0,-1,31,54,646
0,-1,62,54,646
0,-1,62,54,646
0,-1,36,53,646
0,-1,3,58,646
0,-1,3,58,646
0,-1,24,56,473
0,-1,20,52,473
0,-1,20,52,473
0,-1,20,52,473
0,-1,53,52,473
0,-1,52,52,473
0,-1,2,56,111
0,-1,1,53,111
0,-1,1,53,111
0,-1,0,56,65
0,-1,0,53,65
0,-1,2,53,65
0,-1,0,54,42
0,-1,0,57,42
0,-1,54,57,42
0,-1,54,57,42
0,-1,0,56,42
0,-1,0,56,42
0,-1,0,56,42
0,-1,0,52,42
0,-1,8,52,42
0,-1,0,55,31
0,-1,0,50,31
0,-1,55,50,31
0,-1,55,50,31
0,-1,0,51,29
0,-1,0,51,29
0,-1,0,51,29
0,-1,0,55,29
0,-1,9,55,29
0,-1,0,58,33
0,-1,0,53,33
0,-1,0,53,33
0,-1,0,53,33
0,-1,0,58,30
0,-1,0,53,30
0,-1,0,51,28
0,-1,0,56,28
0,-1,5,56,28
0,-1,0,48,27
0,-1,0,53,27
0,-1,0,53,27
0,-1,0,53,27
0,-1,0,49,26
0,-1,0,55,26
0,-1,0,55,26
0,-1,0,52,28
0,-1,0,52,28
0,-1,7,52,28
0,-1,0,54,28
0,-1,0,54,28
0,-1,0,54,28
0,-1,0,54,30
0,-1,0,54,30
0,-1,0,54,30
0,-1,0,54,30
0,-1,0,53,30
0,-1,1,53,30
0,-1,0,56,38
0,-1,0,54,38
1,1.0,0,54,38
0,-1,0,54,38
0,-1,0,57,114
0,-1,2,55,114
0,-1,2,55,114
0,-1,12,55,114
0,-1,12,55,114
0,-1,62,55,114
0,-1,25,58,513
0,-1,24,63,513
0,-1,24,63,513
0,-1,22,52,472
0,-1,22,56,472
0,-1,61,56,472
0,-1,61,56,472
0,-1,16,51,472
0,-1,5,55,472
0,-1,5,55,472
0,-1,9,56,301
0,-1,6,52,301
0,-1,6,52,301
0,-1,5,55,269
0,-1,3,5,55
0,-1,54,5,55
0,-1,54,5,55
0,-1,5,58,293
0,-1,6,55,293
0,-1,6,55,293
0,-1,3,58,266
0,-1,3,56,266
0,-1,5,56,266
0,-1,5,56,266
0,-1,5,56,266
0,-1,5,56,266
0,-1,0,50,78
0,-1,0,57,78
0,-1,0,57,78
0,-1,0,52,51
0,-1,0,52,51
0,-1,57,52,51
0,-1,0,54,43
0,-1,0,48,43
0,-1,0,48,43
0,-1,0,53,35
0,-1,0,53,35
0,-1,0,53,35
0,-1,0,56,34
0,-1,0,53,34
0,-1,50,53,34
0,-1,0,57,32
0,-1,0,56,32
0,-1,0,56,32
0,-1,0,56,32
0,-1,0,55,30
0,-1,0,59,30
0,-1,3,59,30
0,-1,0,50,29
0,-1,0,56,29
0,-1,57,56,29
0,-1,0,51,31
0,-1,0,52,31
0,-1,0,52,31
0,-1,0,52,31
0,-1,0,52,31
0,-1,0,48,29
0,-1,0,54,29
0,-1,0,53,31
0,-1,0,54,31
0,-1,51,54,31
0,-1,51,54,31
0,-1,0,55,30
0,-1,0,52,30
0,-1,0,52,30
0,-1,0,56,31
0,-1,0,56,31
0,-1,0,54,30
0,-1,0,58,30
0,-1,0,58,30
0,-1,0,58,30
0,-1,0,55,30
0,-1,0,56,30
0,-1,0,56,30
0,-1,0,51,30
0,-1,6,51,30
0,-1,0,54,32
